,date_of_fail,product_description,country_of_origin,producer_name,reason_for_fail,results,units,reference,food_category,test_applied,holding_order_number,category   ,result/s,category,test_applied/_reason_for_fail,results/units,results_/_units.1,result,results_in_mg_per_kg
1060,2021-08-03,Seasoned baby clam meat,Republic of Korea,Samjin G.F,E. coli,,mpn/g,MOL 11/2020,Risk,Not Applied,,,,,,,,,
1061,2021-08-12,Dried herring in hot corn oil,Phillipines,Sharmila Corp (Phillipines),Histamine,420.0,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,,420.0
1062,2021-08-18,Paprika,India,Aerath Business Corporation,Salmonella,125.0,g,SPI 06/2019,Risk,Not Applied,,,,,,,,,1250000.0
1063,2021-08-24,Gorgonzola dolcesesia emmi,Italy,Eredi Angelo Baruffaldi Srl,Listeria,125.0,g,CHE 07/2018,Risk,Not Applied,,,,,,,,,1250000.0
1064,2021-08-25,Chilli powder,India,H.R. Exports Pvt Ltd,Salmonella,125.0,g,SPI 06/2019,Risk,Not Applied,,,,,,,,,1250000.0
1065,2021-08-25,Frozen dried anchovy,Vietnam,"Thuan Thien Producing Trading Co., Ltd",Histamine,290.0,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,,290.0
1066,2021-08-26,Maldive fish chips (Fried dry fish),Sri Lanka,Lanka Spice Pvt,Histamine,,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,,
1067,2021-08-30,Mixed sesame paste,China,"Baodang Guan Xiang Food Co., Ltd",Aflatoxin,,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,,
1068,2021-07-19,Flavoured bubble-gum,South Africa,Mondelez South Africa Proprietry Limited,Additive E127 not permitted in this food,,none,FSC 1.3.1,Surveillance,Composition,Holding order match 16158,,,,,,,,
1069,2021-08-02,Fresh sugar snap pea,China,"Hunan Duoying Agricultural Science and Technology Co., Ltd",Flusilazole not permitted in this food,0.1,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,17218,,,,,,,,0.1
1070,2021-08-05,Cocoa powder,Japan,Morinaga & Co Ltd,Niacin,,none,FSC 1.3.2,Surveillance,Composition,Holding order match 16720,,,,,,,,
1071,2021-08-23,Basmati rice,India,L T Foods Ltd,Lead,0.5,mg/kg,FSC 1.4.1,Surveillance,Lead,17237,,,,,,,,0.5
1072,2021-08-26,Dried lemon slices,China,Xiangyang Tianma Zhonghe Trading Co. Ltd,Myclobutanil detected in excess of MRL,0.06,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,17241,,,,,,,,0.06
1073,2021-08-26,Dried lemon slices,China,Xiangyang Tianma Zhonghe Trading Co. Ltd,Pyraclostrobin detected in excess of MRL,0.54,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,17241,,,,,,,,0.54
1074,2021-07-07,Peanut butter,Islamic Replubic of Iran,Shirreza,Aflatoxin,0.016,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,,0.016
1075,2021-07-09,Sesame with peanut paste,China,"Beijing Liubiju Food Co., Ltd",Aflatoxin,0.044,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,,0.044
1076,2021-07-12,Maldive fish pieces,Sri Lanka,Rasoja Food Products,Histamine,,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,,
1077,2021-07-14,Roasted peanuts,Ethiopia,Flying Eagle Import & Export Plc,Aflatoxin,0.231,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,,0.231
1078,2021-07-27,Dried fish keeramin,Sri Lanka,Derana Marketing Services Pvt Ltd,Histamine,240.0,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,,240.0
1079,2021-07-28,Maldive fish chips,Sri Lanka,Lakrasa Food (Pvt) Ltd.,Histamine,400.0,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,,400.0
1080,2021-07-28,Sheep cheese with chili,Spain,"Spanish Cheese, S.L. (15.05448/ab)",Listeria,125.0,g,CHE 07/2018,Risk,Not Applied,,,,,,,,,1250000.0
1081,2021-08-05,Chilli powder,India,Phalada Agro Research Foundation Pvt Ltd,Salmonella,125.0,g,SPI 06/2019,Risk,Not Applied,,,,,,,,,1250000.0
1082,2021-08-20,Maldive fish chips,Sri Lanka,Lanka Spice Pvt Limited,Histamine,280.0,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,,280.0
1083,2021-08-20,Linna dry fish (cape mackerel),Sri Lanka,Green Line Lanka Pvt Ltd,Histamine,1600.0,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,,1600.0
1084,2021-09-03,Crunchy peanut butter,Turkey,Apsa Gida Sanayive Ticaret,Aflatoxin,,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,,
1085,2021-09-06,Cassava chips,Indonesia,Pt Arira Pangindo,Hydrocyanic acid,12.0,mg/kg,CAS 09/2016,Risk,Not Applied,,,,,,,,,12.0
1086,2021-09-06,Cooked prawns tail on,Vietnam,Minh Phu Seafood Corp,Vibrio cholerae,125.0,none,CRU 11/2020,Risk,Not Applied,,,,,,,,,125.0
1087,2021-09-07,Red chilli powder,India,Pramukh Food Exports Pvt Ltd,Salmonella,125.0,g,SPI 06/2019,Risk,Not Applied,,,,,,,,,1250000.0
1088,2021-09-10,Chilli powder,India,Mahashian Di Hatti,Salmonella,125.0,g,SPI 06/2019,Risk,Not Applied,,,,,,,,,1250000.0
1089,2021-09-13,Yakisoba noodles,Japan,Nissin Food Co,Non compliant BSE certificate provided - No BSE certificate,,none,BEF 11/2018,Risk,Not Applied,,,,,,,,,
1090,2021-09-13,Corn chips (Beef flavour),Japan,YbcÂ Â Â ,Non compliant BSE certificate provided - No BSE certificate,,none,BEF 11/2018,Risk,Not Applied,,,,,,,,,
1091,2021-09-13,Dried fish,Sri Lanka,Union Commodities Pte Ltd,Histamine,,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,,
1092,2021-09-14,Chilli powder,India,Aryas Foods,Salmonella,125.0,g,SPI 06/2019,Risk,Not Applied,,,,,,,,,1250000.0
1093,2021-09-14,Black pepper powder,India,Aryas Foods,Salmonella,125.0,g,SPI 06/2019,Risk,Not Applied,,,,,,,,,1250000.0
1094,2021-09-15,Dried kelp,Republic of Korea,Namdo General Food,Iodine,4900.0,mg/kg,BSW 12/2016,Risk,Not Applied,,,,,,,,,4900.0
1095,2021-09-15,Chilli powder,India,Mahashian Di Hatti Ltd (India),Salmonella,125.0,g,SPI 06/2019,Risk,Not Applied,,,,,,,,,1250000.0
1096,2021-09-15,Chilli powder extra hot,India,Harihar Foods Pvt. Ltd. (India),Salmonella,125.0,g,SPI 06/2019,Risk,Not Applied,,,,,,,,,1250000.0
1097,2021-09-21,Betel nut â Areca catechu,India,Patidar Exports Pvt Limited,Prohibited plant,,none,FSC 1.4.4,Risk,Not Applied,,,,,,,,,
1098,2021-09-21,Seaweed,China,Jinqiang Food Factory,Iodine,2000.0,mg/kg,BSW 12/2016,Risk,Not Applied,,,,,,,,,2000.0
1099,2021-09-23,"Cayenne pepper, Chilli powder",India,Miltop Exports (India),Salmonella,125.0,g,SPI 06/2019,Risk,Not Applied,,,,,,,,,1250000.0
1100,2021-09-28,Spiced peanuts,India,Balaji Wafers Pvt Ltd,Aflatoxin,0.086,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,,0.086
1101,2021-06-07,Green gram split,India,Batra Enterprises,Chlorpyrifos,0.02,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,17291,,,,,,,,0.02
1102,2021-07-14,Cleaned headless snakehead fish,Vietnam,"Hung Phong Co., Ltd",Ciprofloxacin not permitted in this food,0.011,mg/kg,FSC 1.4.2,Surveillance,Fluoroquinolones,17293,,,,,,,,0.011
1103,2021-07-14,Cleaned headless snakehead fish,Vietnam,"Hung Phong Co., Ltd",Enrofloxacin,0.021,mg/kg,FSC 1.4.2,Surveillance,Fluoroquinolones,17293,,,,,,,,0.021
1104,2021-07-14,Cleaned headless pale rasbora,Vietnam,"Hung Phong Co., Ltd",Enrofloxacin,,mg/kg,FSC 1.4.2,Surveillance,Fluoroquinolones,17294,,,,,,,,
1105,2021-07-21,Hotpot seasoning sauce,China,"Chengdu Shudaxia Catering Operation Co.,Ltd",Prohibited plant,,none,FSC 1.4.4,Surveillance,Prohibited plant,17296,,,,,,,,
1106,2021-07-22,Strawberry chocolate bar,Japan,Meiji Co Ltd,Additive Monascus purpureus pigment not permitted in this food.,,none,FSC 1.3.1,Surveillance,Composition,17297,,,,,,,,
1107,2021-07-22,Instant udon noodles,Japan,"Nissin Food Products co., ltd",Additive Monascus purpureus pigment not permitted in this food.,,none,FSC 1.3.1,Surveillance,Composition,17298,,,,,,,,
1108,2021-07-23,Bean curd stick,China,Xinning Lexian Beancurd Factory,Detected in excess of levels permitted.,,cfu/g,FSC 1.6.1,Surveillance,Bacillus cereus,17300,,,,,,,,
1109,2021-07-28,Pitted dates,Islamic Replubic of Iran,Anatolia,Propargite not permitted in this food.,0.11,mg/kg,FSC 1.4.2,Surveillance,Composition,17299,,,,,,,,0.11
1110,2021-07-28,Red fermented bean curd,China,Foshan Hai Tian Flavoring & Food Company Limited,Detected in excess of levels permitted.,,cfu/g,FSC 1.6.1,Surveillance,Bacillus cereus,17301,,,,,,,,
1111,2021-07-29,Malt drink powder,India,Nestle,Copper not permitted in this food.,,none,FSC 1.3.2,Surveillance,Composition,17302,,,,,,,,
1112,2021-07-30,Instant coffee powder with ginseng,Thailand,Zhulian,VitaminsÂ Â  not permitted in this food.,,none,FSC 1.3.2,Surveillance,Composition,17303,,,,,,,,
1113,2021-08-11,Ice tea - lemon and peach,Vietnam,Unilever Vietnam,Vitamin C,,none,FSC 1.3.2,Surveillance,Composition,17365,,,,,,,,
1114,2021-08-13,Blood orange & eucalyptus tea,Sri Lanka,Ceylon Tea Services Plc,Vitamin C,,none,FSC 1.3.2,Surveillance,Composition,17304,,,,,,,,
1115,2021-08-24,Fresh kolkata betel leaves,India,Rgn Exports,Chlorpyrifos,0.03,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,17306,,,,,,,,0.03
1116,2021-08-27,Lactic acid drink,China,Wa Ha Ha Drinks Co Ltd,"Nicotinamide, zinc and vitamin E not permitted in this food.",,none,FSC 1.3.2,Surveillance,Composition,Holding order match 17130,,,,,,,,
1117,2021-09-02,Whole broad beans,India,Benz Exports,Cypermethrin,0.07,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,Holding order match 17047,,,,,,,,0.07
1118,2021-09-02,Whole broad beans,India,Benz Exports,Profenofos,0.17,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,Holding order match 17047,,,,,,,,0.17
1119,2021-09-02,Breakfast Cereal,United States,Hershey Food Corporation,Vitamin B1,,none,FSC 1.3.2,Surveillance,Composition,17355,,,,,,,,
1120,2021-09-02,Breakfast cereal,United States,General Mills Inc (USA),Vitamin B1,,none,FSC 1.3.2,Surveillance,Composition,17356,,,,,,,,
1121,2021-09-02,Breakfast cereal,United States,Mondelez,Vitamin B5 (calcium pantothenate) not permitted in this food.,,none,FSC 1.3.2,Surveillance,Composition,17357,,,,,,,,
1122,2021-09-02,Breakfast cereal,United States,Post Consumer Brands,Vitamin B5 (calcium pantothenate) not permitted in this food.,,none,FSC 1.3.2,Surveillance,Composition,17358,,,,,,,,
1123,2021-09-03,Jujube (with seeds),China,Zhanhua Kingman Food Co.Ltd,Propargite not permitted in this food.,0.09,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,Holding order match 14011,,,,,,,,0.09
1124,2021-09-13,Breakfast cereal,Japan,Calbee,Additive pantothenic acid and vitamin B12 not permitted in this food.,,none,FSC 1.3.2,Surveillance,Composition,Holding order match 17115,,,,,,,,
1125,2021-09-14,Oronamin C drink,Japan,"Otuska Pharmaceutical Co., Ltd.",Vitamin C,,none,FSC 1.3.2,Surveillance,Composition,Holding order match 17145,,,,,,,,
1126,2021-09-14,Multigrain porridge,United Republic of Tanzania,Africa Improved Foods (Rwanda) Ltd,Pantothenic acid,,none,FSC 1.3.2,Surveillance,Composition,17375,,,,,,,,
1127,2021-09-15,Raisins,India,Harihar foods Pvt. Ltd. (India),Carbendazim,1.05,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,Holding order match 14347,,,,,,,,1.05
1128,2021-09-15,Frozen whole durian,Vietnam,Song Tran Import and Export Co Ltd,Carbendazim,0.13,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,17360,,,,,,,,0.13
1129,2021-09-16,Frozen whole durian,Thailand,Sunshine International Co Ltd,Procymidone not permitted in this food.,0.83,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,17363,,,,,,,,0.83
1130,2021-09-17,Okra,Egypt,Manahel Group,Chlorpyrifos,0.02,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,17364,,,,,,,,0.02
1131,2021-09-17,Mangoes fresh,Pakistan,Progressive Mango Growers Multan,Tebuconazole detected in excess of MRL.,0.13,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,17373,,,,,,,,0.13
1132,2021-09-21,Soybeans in pod,Indonesia,Pt Mitratani Dua Tujuh,Permethrin detected in excess of MRL,0.08,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,Holding order match 17201,,,,,,,,0.08
1133,2021-09-22,Coconut biscuits,Republic of Korea,Pt Mayora Indah Tbk,Vitamin B1,,none,FSC 1.3.2,Surveillance,Composition,17378,,,,,,,,
1134,2021-09-22,Squid dumplings,Malaysia,Narae Foods Co Ltd,Vitamin C,,none,FSC 1.3.2,Surveillance,Composition,17385,,,,,,,,
1135,2021-09-23,Dried longan,China,Hing Lee Hong Enterprise Ltd (China),Carbendazim,0.06,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,17374,,,,,,,,0.06
1136,2021-09-27,Cream crackers,Malaysia,Mondelez Malaysia Sales Snd Bhd,Vitamin B1,,none,FSC 1.3.2,Surveillance,Composition,17387,,,,,,,,
1137,2021-09-27,Flavoured biscuits,Malaysia,Mondelez Malaysia Sales Snd Bhd,Vitamin B1,,none,FSC 1.3.2,Surveillance,Composition,17388,,,,,,,,
1138,2021-10-06,Tapioca chips spicy,India,Wynad Exports,Hydrocyanic acid,23.0,mg/kg,CAS 09/2016,Risk,Not Applied,,,,,,,,,23.0
1139,2021-10-06,Pistachio pesto,Italy,Gusta La Sicilia Srl,Aflatoxin,0.095,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,,0.095
1140,2021-10-07,Tahini,Islamic Replubic of Iran,Osareh Nab E Sahand Co,Salmonella,,none,SES 05/2014,Risk,Not Applied,,,,,,,,,
1141,2021-10-07,Kashmiri chilli powder,India,Shri Balaji Trademark India Pvt Ltd,Salmonella,125.0,g,SPI 06/2019,Risk,Not Applied,,,,,,,,,1250000.0
1142,2021-10-11,Tapioca chips,India,Greenmount Spices,Hydrocyanic acid,17.0,mg/kg,CAS 09/2016,Risk,Not Applied,,,,,,,,,17.0
1143,2021-10-11,Beef hot-pot kit,Taiwan,"Taiwan Yihai Food Co.,Ltd.",Non-compliant BSE certificate provided ,,none,BEF 11/2018,Risk,Not Applied,,,,,,,,,
1144,2021-10-14,Dried kelp,Republic of Korea,Hosan Co Ltd,Iodine,4600.0,mg/kg,BSW 12/2016,Risk,Not Applied,,,,,,,,,4600.0
1145,2021-10-15,Cassava round chips,India,Kottackal Agro Foods,Hydrocyanic acid,13.0,mg/kg,CAS 09/2016,Risk,Not Applied,,,,,,,,,13.0
1146,2021-10-20,Pecorino blu (cheese),Italy,Salcis,Listeria,,none,CHE 07/2018,Risk,Not Applied,,,,,,,,,
1147,2021-10-20,Dried kelp,Republic of Korea,Chaemione Food,Iodine,2900.0,mg/kg,BSW 12/2016,Risk,Not Applied,,,,,,,,,2900.0
1148,2021-10-26,Frozen hijiki seaweed,Republic of Korea,Bfo Global Inc,Inorganic arsenic,1.7,mg/kg,HJS 10/2016,Risk,Not Applied,,,,,,,,,1.7
1149,2021-10-28,Dried kelp,Republic of Korea,Hee Chang Trading Co Ltd (Korea),Iodine,4190.0,mg/kg,BSW 12/2016,Risk,Not Applied,,,,,,,,,4190.0
1150,2021-09-30,Chocolate drink,Philippines,Nestle,Iron pyrophosphate not permitted in this food,,none,FSC 1.3.2,Surveillance,Composition,17402,,,,,,,,
1151,2021-10-04,Juice powder,India,Umed Overseas,The food is not suitable for consumption due to damaged packaging Â ,,none,Imported Food Control Act Section 3(2),Surveillance,Visual,17404,,,,,,,,
1152,2021-10-08,Pointed gourd slices,India,Innovative Cuisine,Profenofos,,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,Holding order match 16840,,,,,,,,
1153,2021-10-11,Pointed gourd,India,Innovative Cuisine,Acephate,0.04,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,Holding order match 16840,,,,,,,,0.04
1154,2021-10-13,Frozen soft shell crabs,Myanmar,Mef International Company Limited,Nitrofurazone,0.002,mg/kg,FSC 1.4.2,Surveillance,Seafood antimicrobial test,17414,,,,,,,,0.002
1155,2021-10-13,Sliced peeled coconut,Tonga,Tupou Fresh Produce Ltd,Salmonella,,none,FSC 1.6.1,Surveillance,Salmonella,17415,,,,,,,,
1156,2021-10-14,Black lentils â split,India,Pramukh Food Exports Pvt Ltd,Phorate not permitted in this food,0.11,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,17436,,,,,,,,0.11
1157,2021-10-18,Fermented beancurd,China,Guangzhou Jierong Trading Co.Ltd.,Detected in excess of levels permitted,,cfu/g,Imported Food Control Act Section 3(2),Surveillance,Bacillus cereus,17417,,,,,,,,
1158,2021-10-19,Fresh green chilli,India,Vadilal Industries Limited,Flusilazole not permitted in this food,0.14,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,17419,,,,,,,,0.14
1159,2021-10-19,Red ginseng tea,Republic of Korea,Nonghyup Red Ginseng Co Ltd,Vitamin C,,none,FSC 1.3.2Â ,Surveillance,Composition,17433,,,,,,,,
1160,2021-10-21,Black pitted olives,Israel,Kvuzat Yavne (Israel),Ferrous sulphate (labelled as ferrum) not permitted in this food,,none,FSC 1.2.1/1.3.2,Surveillance,Composition,Holding order match 16788,,,,,,,,
1161,2021-10-22,Milk + fruit drink (various flavours)Â ,China,Wa Ha Ha Drinks Co Ltd,Nicotinamide and Zinc not permitted in this food,,none,FSC 1.3.2,Surveillance,Composition,Holding order match 17130,,,,,,,,
1162,2021-10-25,Frozen sweet cherries,Serbia,Sirogojno Company Doo,Phosmet detected in excess of MRL,0.09,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,17434,,,,,,,,0.09
1163,2021-11-03,Frozen cooked vannamei prawns,Vietnam,Minh Cuong Seafood Import - Export Frozen Processing Joint Stock Company,Salmonella,125.0,g,CRU 11/2020,Risk,Not Applied,,,,,,,,,1250000.0
1164,2021-11-03,Shredded kelp,Japan,Honpo Co. Ltd.,Iodine,3940.0,mg/kg,BSW 12/2016,Risk,Not Applied,,,,,,,,,3940.0
1165,2021-11-05,Cayenne pepper,India,Miltop Exports (India),Salmonella,,none,SPI 06/2019,Risk,Not Applied,,,,,,,,,
1166,2021-11-08,Raw pistachio,United Arab Emirates,Delmon Star General Trading,Aflatoxin,0.056,mg/kg,NUT 11/2018,Risk,Not Applied,,,,,,,,,0.056
1167,2021-11-08,Tapioca chips,India,Malabar Natural Foods Pvt Ltd,Hydrocyanic acid,12.0,mg/kg,CAS 09/2016,Risk,Not Applied,,,,,,,,,12.0
1168,2021-11-09,Crushed chilli,India,Nishant Export,Salmonella,125.0,g,SPI 06/2019,Risk,Not Applied,,,,,,,,,1250000.0
1169,2021-11-10,Betel nut,Thailand,Siam Moei Co. Ltd.,Prohibited plant,,none,PPF 11/2020,Risk,Not Applied,,,,,,,,,
1170,2021-11-11,Sardines,United Republic of Tanzania,Tanganyika Fresh Fish Co Ltd,The food is not suitable for its reasonable intended use. Food contaminated with insects and debris.,,none,Imported Food Control Act Section 3(2),Risk,Not Applied,,,,,,,,,
1171,2021-11-12,Kashmiri mirch red chilli powder,India,Mahashian Di Hatti,Salmonella,125.0,g,SPI 06/2019,Risk,Not Applied,,,,,,,,,1250000.0
1172,2021-11-12,Chilli,Thailand,Alpha Food and Product Co Ltd,Salmonella,125.0,g,SPI 06/2019,Risk,Not Applied,,,,,,,,,1250000.0
1173,2021-11-12,Dried kelp,Republic of Korea,Namdo General Food,Iodine,4400.0,mg/kg,BSW 12/2016,Risk,Not Applied,,,,,,,,,4400.0
1174,2021-11-18,Chilli ground,India,Miltop Exports (India),Salmonella,125.0,g,SPI 06/2019,Risk,Not Applied,,,,,,,,,1250000.0
1175,2021-11-23,Tapioca chips,India,Malabar Natural Foods Pvt Ltd,Hydrocyanic acid,11.2,mg/kg,CAS 09/2016,Risk,Not Applied,,,,,,,,,11.2
1176,2021-11-24,Skip jack tuna dried fish,Sri Lanka,Kandyan Food Products,Histamine,1100.0,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,,1100.0
1177,2021-11-30,Dried seasoned sardine,Japan,Jinno Co Ltd,The food is not suitable for its reasonable intended use - Mould contamination.,,none,Imported Food Control Act Section 3(2),Risk,Not Applied,,,,,,,,,
1178,2021-11-01,Fresh betel leaves,India,Vinayaga Exports,Carbendazim,0.22,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,17441,,,,,,,,0.22
1179,2021-11-01,Fresh betel leaves,India,Vinayaga Exports,Profenofos,2.76,mg/kg,,Surveillance,Fruit and vegetable residue screen,,,,,,,,,2.76
1180,2021-11-08,Red bean pancake - taro flavour,China,Huitou Ke Food Group Co. Ltd.,Monascus not permitted in this food,,none,FSC 1.3.1,Surveillance,Composition,17469,,,,,,,,
1181,2021-11-09,Plum & peach candy,Republic of Korea,Lotte Confectionery,Vitamin E not permitted in this food,,none,FSC 1.3.2,Surveillance,Composition,17460,,,,,,,,
1182,2021-11-09,Frozen whole durian,Vietnam,BJ&T Joint Stock Company,Metalaxyl detected in excess of MRL ,0.14,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,Holding order match 16537,,,,,,,,0.14
1183,2021-11-09,Frozen whole durian,Vietnam,BJ&T Joint Stock Company,Hexaconazole not permitted in this food,0.08,mg/kg,,Surveillance,Fruit and vegetable residue screen,,,,,,,,,0.08
1184,2021-11-12,Spicy wheat cracker ,China,"Henan Luohe Pingping Food Co., Ltd",Monascus not permitted in this food,,none,FSC 1.3.1,Surveillance,Composition,17470,,,,,,,,
1185,2021-11-12,Energy drink,Japan,"Otuska Pharmaceutical Co., Ltd.",Vitamin C,,none,FSC 1.3.2,Surveillance,Composition,Holding order match 17145,,,,,,,,
1186,2021-11-15,Snakehead fish slices,China,Beihai Qinguo Frozen Foods Co. Ltd,Enrofloxacin,0.01,mg/kg,FSC 1.4.2,Surveillance,Fluoroquinolones,17463,,,,,,,,0.01
1187,2021-11-15,Snakehead fish slices,China,Beihai Qinguo Frozen Foods Co. Ltd,Levofloxacin,0.004,mg/kg,,Surveillance,Fluoroquinolones,,,,,,,,,0.004
1188,2021-11-15,Snakehead fish slices,China,Beihai Qinguo Frozen Foods Co. Ltd,Ofloxacin,0.004,mg/kg,,Surveillance,Fluoroquinolones,,,,,,,,,0.004
1189,2021-11-23,Jelly,Japan,Sanyo Foods Co. Ltd,Additive; lac colour not permitted in this food,,none,FSC 1.3.1,Surveillance,Composition,17498,,,,,,,,
1190,2021-11-02,Seasoned seaweed,Japan,Kurakon Foods Corporation,Iodine,3800.0,mg/kg,BSW 12/2016Â ,Risk,Not Applied,,,,,,,,,3800.0
1191,2021-11-26,Dried fish,Zambia,Kiza Enterprises,The food is not suitable for its reasonable intended use. Insect infestation.,,none,Imported Food Control Act Section 3(2),Risk,Not Applied,,,,,,,,,
1192,2021-12-08,Dried sardinella,Sri Lanka,Ceylon First Exports (Pvt) Ltd,Histamine,240.0,mg/kg,HIS 12/2016,Risk,Not Applied,,,,,,,,,240.0
1193,2021-12-14,Dry red chillies,India,Srinivasa Exports,The food is not suitable for its reasonable intended use â mould.,,none,Imported Food Control Act Section 3(2),Risk,Not Applied,,,,,,,,,
1194,2021-12-23,Dried betel nut,Thailand,Wilaiwan,Prohibited plant,,none,FSC 1.4.4,Risk,Not Applied,,,,,,,,,
1195,2021-12-23,Frozen durian,Vietnam,Song Tran Import and Export Co Ltd,Carbendazim,0.17,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,Holding order match 17360,,,,,,,,0.17
1196,2021-12-03,Fresh lemon,Egypt,Orange For Agricultural Crops,Propargite not permitted in this food,0.05,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,Holding order match 16705,,,,,,,,0.05
1197,2021-12-08,Electrolyte drink mix - watermelon/lemonade/raspberry,United States,Ultima Health Products Inc,Zinc citrate and manganese citrate not permitted in this food,,none,FSC 1.3.2,Surveillance,Composition,17515,,,,,,,,
1198,2021-12-09,Acacia honey,Serbia,Med-Honey Doo,Evidence of blended or artificial honey being misrepresented as honey,29.2,none,FSC 2.8.2,Surveillance,C4 adulterationÂ Â ,Holding order match 15398,,,,,,,,29.2
1199,2021-12-10,Fresh betel leaves,India,Fresh Jasmines Export And Import Pvt Ltd,Chlorpyrifos,1.89,mg/kg,FSC 1.4.2,Surveillance,Fruit and vegetable residue screen,Holding order match 15412,,,,,,,,1.89
1200,2021-12-10,Red wine and garlic sprinkle,South Africa,Flippen Lekka Spice,Additive Colour (E127) not permitted in this food,,none,FSC 1.3.1,Surveillance,Composition,Holding order match 17170,,,,,,,,
